q0: 1 ms
q1: 28 ms
q2: 29 ms
q3: 24 ms
q4: 33 ms
q5: 50 ms
q6: 25 ms
q7: 28 ms
q8: 78 ms
q9: 107 ms
q10: 35 ms
q11: 38 ms
q12: 60 ms
q13: 67 ms
q14: 67 ms
q15: 64 ms
q16: 155 ms
q17: 157 ms
q18: 575 ms
q19: 128 ms
q20: 192 ms
q21: 209 ms
q22: 330 ms
q23: 855 ms
q24: 44 ms
q25: 42 ms
q26: 44 ms
q27: 163 ms
q28: 905 ms
q29: 25 ms
q30: 64 ms
q31: 91 ms
q32: 916 ms
q33: 574 ms
q34: 586 ms
q35: 168 ms
q36: 370 ms
q37: 208 ms
q38: 143 ms
q39: 1304 ms
q40: 49 ms
q41: 161 ms
q42: 30 ms
